Name,Model,Trim,Student,Military,First_Responder,Bonus,Loyalty,Conquest,Mobility
Kia,2020 Kia Sportage,LX 4dr SUV (2.4L 4cyl 6A),,,,,,,
Kia,2021 Kia Rio,S 4dr Sedan (1.6L 4cyl CVT),,$400 Military for Lease - Expires 03/31/2021,,,,,
Kia,2021 Kia Forte,LXS 4dr Sedan (2.0L 4cyl CVT),,$400 Military for Lease - Expires 03/31/2021,,,,,
Kia,2021 Kia Sedona,LX 4dr Minivan (3.3L 6cyl 8A),,$400 Military for Retail or Lease - Expires 03/31/2021,,,,,
Kia,2021 Kia Soul,LX 4dr Wagon (2.0L 4cyl CVT),,$400 Military for Lease - Expires 03/31/2021,,,,,
Kia,2021 Kia Sportage,LX 4dr SUV (2.4L 4cyl 6A),,$400 Military for Lease - Expires 03/31/2021,,,,,
Kia,2021 Kia Sorento,LX 4dr SUV (2.5L 4cyl 8A),,$400 Military for Lease - Expires 03/31/2021,,,,,
Kia,2021 Kia K5,GT-Line 4dr Sedan (1.6L 4cyl Turbo 8A),,$400 Military for Lease - Expires 03/31/2021,,,,,
Kia,2021 Kia Seltos,S 4dr SUV (2.0L 4cyl CVT),,$400 Military for Lease - Expires 03/31/2021,,,,,
Kia,2021 Kia Telluride,SX 4dr SUV AWD (3.8L 6cyl 8A),,$400 Military for Lease - Expires 03/31/2021,,,,,
Kia,2022 Kia Carnival,LX 4dr Minivan (3.5L 6cyl 8A),,,,,,,
Land,2020 Land Rover Range Rover Sport,P360 HSE 4dr SUV 4WD (3.0L 6cyl Twincharger gas/electric hybrid 8A),,,,,,,
Land,2020 Land Rover Range Rover,P400 HSE 4dr SUV 4WD (3.0L 6cyl Twincharger gas/electric hybrid 8A),,,,,,,
Land,2020 Land Rover Discovery Sport,P250 S 4dr SUV AWD (2.0L 4cyl Turbo 9A),,,,,,,
Land,2020 Land Rover Range Rover Velar,P250 R-Dynamic S 4dr SUV AWD (2.0L 4cyl Turbo 8A),,,,,,,
Land,2020 Land Rover Defender,P400 110 HSE 4dr SUV AWD (3.0L 6cyl Twincharger gas/electric hybrid 8A),,,,,,,
Land,2020 Land Rover Range Rover Evoque,S 4dr SUV AWD (2.0L 4cyl Turbo 9A),,,,,,,
Kia,2021 Kia Stinger,GT-Line 4dr Sedan (2.0L 4cyl Turbo 8A),,$400 Military for Lease - Expires 03/31/2021,,,,,
Land,2021 Land Rover Defender,P400 110 X-Dynamic SE 4dr SUV AWD (3.0L 6cyl Twincharger gas/electric hybrid 8A),,,,,,,
Land,2021 Land Rover Range Rover,P400 HSE Westminster 4dr SUV 4WD (3.0L 6cyl Twincharger gas/electric hybrid 8A),,,,,,,
Lexus,2020 Lexus RC 350,F SPORT 2dr Coupe (3.5L 6cyl 8A),,,,,,,
Lexus,2020 Lexus RC 300,F SPORT 2dr Coupe (2.0L 4cyl Turbo 8A),,,,,,,
Lexus,2020 Lexus LS 500h,4dr Sedan AWD (3.5L 6cyl gas/electric hybrid EVT),,,,,,,
Lexus,2020 Lexus GS F,4dr Sedan (5.0L 8cyl 8A),,,,,,,
Lexus,2020 Lexus UX 250h,4dr SUV AWD (2.0L 4cyl gas/electric hybrid CVT),,,,,,,
Lexus,2020 Lexus UX 200,4dr SUV (2.0L 4cyl CVT),,,,,,,
Lexus,2020 Lexus LS 500,4dr Sedan (3.5L 6cyl Turbo 10A),,,,,,,
Lexus,2020 Lexus IS 350,F SPORT 4dr Sedan (3.5L 6cyl 8A),,,,,,,
Lexus,2020 Lexus IS 300,4dr Sedan (2.0L 4cyl Turbo 8A),,,,,,,
Lexus,2020 Lexus GS 350,F SPORT 4dr Sedan (3.5L 6cyl 8A),,,,,,,
Lexus,2020 Lexus LX 570,Three-Row 4dr SUV 4WD (5.7L 8cyl 8A),,,,,,,
Lexus,2020 Lexus ES 300h,4dr Sedan (2.5L 4cyl gas/electric hybrid CVT),,,,,,,
Lexus,2020 Lexus ES 350,4dr Sedan (3.5L 6cyl 8A),,,,,,,
Lexus,2020 Lexus LC 500h,2dr Coupe (3.5L 6cyl gas/electric hybrid CVT),,,,,,,
Lexus,2020 Lexus LC 500,2dr Coupe (5.0L 8cyl 10A),,,,,,,
Lexus,2020 Lexus GX 460,4dr SUV 4WD (4.6L 8cyl 6A),,,,,,,
Lexus,2020 Lexus NX 300,4dr SUV (2.0L 4cyl Turbo 6A),,,,,,,
Lexus,2020 Lexus RX 450hL,4dr SUV AWD (3.5L 6cyl gas/electric hybrid CVT),,,,,,,
Lexus,2020 Lexus RX 450h,4dr SUV AWD (3.5L 6cyl gas/electric hybrid CVT),,,,,,,
Lexus,2020 Lexus RX 350L,4dr SUV AWD (3.5L 6cyl 8A),,,,,,,
Lexus,2020 Lexus RX 350,4dr SUV (3.5L 6cyl 8A),,,,,,,
Lexus,2020 Lexus NX 300h,4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),,,,,,,
Lexus,2020 Lexus RC F,2dr Coupe (5.0L 8cyl 8A),,,,,,,
Lexus,2021 Lexus RC F,Fuji Speedway Edition 2dr Coupe (5.0L 8cyl 8A),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Lexus,2021 Lexus RC 300,2dr Coupe (2.0L 4cyl Turbo 8A),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,500 Loyalty for Lease - Expires 03/31/2021",,
Lexus,2021 Lexus RC 350,F SPORT 2dr Coupe AWD (3.5L 6cyl 6A),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,500 Loyalty for Lease - Expires 03/31/2021",,
Lexus,2021 Lexus UX 250h,F SPORT 4dr SUV AWD (2.0L 4cyl gas/electric hybrid CVT),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,500 Loyalty for Lease - Expires 03/31/2021",,
Lexus,2021 Lexus UX 200,4dr SUV (2.0L 4cyl CVT),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,500 Loyalty for Lease - Expires 03/31/2021",,
Lexus,2021 Lexus RX 450h,4dr SUV AWD (3.5L 6cyl gas/electric hybrid CVT),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,500 Loyalty for Lease - Expires 03/31/2021",,
Lexus,2021 Lexus ES 250,F SPORT 4dr Sedan AWD (2.5L 4cyl 8A),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,500 Loyalty for Lease - Expires 03/31/2021",,
Lexus,2021 Lexus LS 500,4dr Sedan (3.5L 6cyl Turbo 10A),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Lexus,2021 Lexus RX 350L,Luxury 4dr SUV AWD (3.5L 6cyl 8A),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,500 Loyalty for Lease - Expires 03/31/2021",,
Lexus,2021 Lexus ES 350,4dr Sedan (3.5L 6cyl 8A),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,500 Loyalty for Lease - Expires 03/31/2021",,
Lexus,2021 Lexus RX 450hL,Luxury 4dr SUV AWD (3.5L 6cyl gas/electric hybrid CVT),,,,,,,
Lexus,2021 Lexus LX 570,Three-Row 4dr SUV 4WD (5.7L 8cyl 8A),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Lexus,2021 Lexus GX 460,4dr SUV 4WD (4.6L 8cyl 6A),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Lexus,2021 Lexus NX 300h,4dr SUV AWD (2.5L 4cyl gas/electric hybrid CVT),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,500 Loyalty for Lease - Expires 03/31/2021",,
Lexus,2021 Lexus NX 300,4dr SUV (2.0L 4cyl Turbo 6A),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,500 Loyalty for Lease - Expires 03/31/2021",,
Lexus,2021 Lexus LC 500 Convertible,2dr Convertible (5.0L 8cyl 10A),,,,,,,
Lexus,2021 Lexus IS 350,F SPORT 4dr Sedan (3.5L 6cyl 8A),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,500 Loyalty for Lease - Expires 03/31/2021",,
Lexus,2021 Lexus IS 300,4dr Sedan (2.0L 4cyl Turbo 8A),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,500 Loyalty for Lease - Expires 03/31/2021",,
Lexus,2021 Lexus LC 500,2dr Coupe (5.0L 8cyl 10A),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Lincoln,2020 Lincoln Navigator,Reserve 4dr SUV 4WD (3.5L 6cyl Turbo 10A),$500 Student/College Grad for Lease - Expires 01/03/2022,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/03/2022,,,"$1,000 Conquest for Retail or Lease - Expires 03/31/2021",
Lexus,2021 Lexus RX 350,4dr SUV AWD (3.5L 6cyl 8A),"$1,000 Student/College Grad for Retail or Lease - Expires 01/03/2022","$1,000 Military for Retail or Lease - Expires 01/03/2022",,,"$1,500 Loyalty for Lease - Expires 03/31/2021",,
Lincoln,2020 Lincoln MKZ,Reserve 4dr Sedan AWD (2.0L 4cyl Turbo 6A),$500 Student/College Grad for Lease - Expires 01/03/2022,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/03/2022,,,,
Lexus,2021 Lexus LC 500h,2dr Coupe (3.5L 6cyl gas/electric hybrid CVT),,,,,,,
Lincoln,2020 Lincoln Corsair,4dr SUV (2.0L 4cyl Turbo 8A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/03/2022,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Lincoln,2020 Lincoln Aviator,Reserve 4dr SUV AWD (3.0L 6cyl Turbo 10A),$500 Student/College Grad for Lease - Expires 01/03/2022,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/03/2022,,"$1,000 Loyalty for Retail or Lease - Expires 03/31/2021","$2,000 Conquest for Retail or Lease - Expires 03/31/2021",
Lincoln,2021 Lincoln Navigator,L Reserve 4dr SUV 4WD (3.5L 6cyl Turbo 10A),$500 Student/College Grad for Lease - Expires 01/03/2022,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/03/2022,,,,
Lincoln,2021 Lincoln Nautilus,4dr SUV (2.0L 4cyl Turbo 8A),$500 Student/College Grad for Lease - Expires 01/03/2022,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/03/2022,,,,
Lincoln,2021 Lincoln Corsair,Reserve 4dr SUV AWD (2.0L 4cyl Turbo 8A),$500 Student/College Grad for Lease - Expires 01/03/2022,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/03/2022,$500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,"$1,000 Loyalty for Lease - Expires 03/31/2021","$1,000 Conquest for Retail or Lease - Expires 03/31/2021",
Lincoln,2021 Lincoln Aviator,Reserve 4dr SUV AWD (3.0L 6cyl Turbo 10A),,$500 Military for Retail or Lease - Expires 01/03/2022,$500 First Responder for Retail or Lease - Expires 01/03/2022,,,"$1,000 Conquest for Retail or Lease - Expires 03/31/2021",
Maserati,2020 Maserati Ghibli,S GranLusso 4dr Sedan (3.0L 6cyl Turbo 8A),,,,,,,
Mazda,2020 Mazda CX-9,Touring 4dr SUV AWD (2.5L 4cyl Turbo 6A),,$500 Military for Lease - Expires 03/31/2021,,,$750 Loyalty for Lease - Expires 03/31/2021,,
Mazda,2020 Mazda CX-3,Sport 4dr SUV (2.0L 4cyl 6A),,$500 Military for Lease - Expires 03/31/2021,,,$750 Loyalty for Lease - Expires 03/31/2021,,
Mazda,2020 Mazda 3,Select 4dr Sedan (2.5L 4cyl 6A),,$500 Military for Lease - Expires 03/31/2021,,,$750 Loyalty for Lease - Expires 03/31/2021,,
Maserati,2020 Maserati Levante,S 4dr SUV AWD (3.0L 6cyl Turbo 8A),,,,,"$2,500 Loyalty for Lease - Expires 03/31/2021",,
Mazda,2020 Mazda MX-5 Miata,Grand Touring 2dr Convertible (2.0L 4cyl 6M),,$500 Military for Lease - Expires 03/31/2021,,,$750 Loyalty for Lease - Expires 03/31/2021,,
Mazda,2020 Mazda CX-30,Premium 4dr SUV AWD (2.5L 4cyl 6A),,$500 Military for Lease - Expires 03/31/2021,,,$750 Loyalty for Lease - Expires 03/31/2021,,
Mazda,2020 Mazda CX-5,Touring 4dr SUV AWD (2.5L 4cyl 6A),,$500 Military for Lease - Expires 03/31/2021,,,"$750 Loyalty for Lease - Expires 03/31/2021,$500 Loyalty for Lease - Expires 03/31/2021",,
Mazda,2020 Mazda 6,Touring 4dr Sedan (2.5L 4cyl 6A),,$500 Military for Retail or Lease - Expires 03/31/2021,,,$750 Loyalty for Retail or Lease - Expires 03/31/2021,,
Mazda,2021 Mazda MX-5 Miata RF,Club 2dr Convertible (2.0L 4cyl 6A),,$500 Military for Lease - Expires 03/31/2021,,,$750 Loyalty for Lease - Expires 03/31/2021,,
Mazda,2021 Mazda MX-5 Miata,Sport 2dr Convertible (2.0L 4cyl 6A),,$500 Military for Lease - Expires 03/31/2021,,,$750 Loyalty for Lease - Expires 03/31/2021,,
Mazda,2021 Mazda CX-3,Sport 4dr SUV AWD (2.0L 4cyl 6A),,,,,,,
Mazda,2021 Mazda CX-30,Premium 4dr SUV AWD (2.5L 4cyl 6A),,$500 Military for Lease - Expires 03/31/2021,,,$750 Loyalty for Lease - Expires 03/31/2021,,
Mazda,2021 Mazda 6,Carbon Edition 4dr Sedan (2.5L 4cyl Turbo 6A),,$500 Military for Lease - Expires 03/31/2021,,,$750 Loyalty for Lease - Expires 03/31/2021,,
Mazda,2021 Mazda 3,Select 4dr Sedan (2.5L 4cyl 6A),,$500 Military for Lease - Expires 03/31/2021,,,$750 Loyalty for Lease - Expires 03/31/2021,,
Mazda,2021 Mazda CX-5,Grand Touring 4dr SUV AWD (2.5L 4cyl 6A),,$500 Military for Lease - Expires 03/31/2021,,,$750 Loyalty for Lease - Expires 03/31/2021,,
Mazda,2021 Mazda CX-9,Grand Touring 4dr SUV AWD (2.5L 4cyl Turbo 6A),,$500 Military for Lease - Expires 03/31/2021,,,$750 Loyalty for Lease - Expires 03/31/2021,,
Mercedes-Benz,2020 Mercedes-Benz Sprinter,"2500 144"" WB Crew 3dr Van 4WD w/High Roof (3.0L 6cyl Turbodiesel 7A)",,,,,,,
Mercedes-Benz,2020 Mercedes-Benz Metris,"126"" WB Cargo 3dr Minivan (2.0L 4cyl Turbo 7A)",,,,,,,
Mercedes-Benz,2020 Mercedes-Benz G-Class,AMG G 63 4dr SUV 4WD (4.0L 8cyl Turbo 9A),,,,,,,
Mercedes-Benz,2020 Mercedes-Benz Maybach,S 560 4MATIC 4dr Sedan AWD (4.0L 8cyl Turbo 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2020 Mercedes-Benz S-Class,S 560 4dr Sedan (4.0L 8cyl Turbo 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2020 Mercedes-Benz SL-Class,SL 450 2dr Convertible (3.0L 6cyl Turbo 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2020 Mercedes-Benz A-Class,A 220 4dr Sedan (2.0L 4cyl Turbo 7AM),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2020 Mercedes-Benz C-Class,C 300 4dr Sedan (2.0L 4cyl Turbo 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2020 Mercedes-Benz E-Class,E 350 4dr Sedan (2.0L 4cyl Turbo 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2020 Mercedes-Benz GLA-Class,GLA 250 4MATIC 4dr SUV AWD (2.0L 4cyl Turbo 7AM),,,,,,,
Mercedes-Benz,2020 Mercedes-Benz GLS-Class,GLS 450 4MATIC 4dr SUV AWD (3.0L 6cyl Turbo gas/electric hybrid 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2020 Mercedes-Benz GLC-Class Coupe,GLC 300 4MATIC 4dr SUV AWD (2.0L 4cyl Turbo 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2020 Mercedes-Benz CLS-Class,CLS 450 4dr Sedan (3.0L 6cyl Turbo gas/electric hybrid 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2020 Mercedes-Benz GLC-Class,GLC 300 4MATIC 4dr SUV AWD (2.0L 4cyl Turbo 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2020 Mercedes-Benz GLB-Class,GLB 250 4MATIC 4dr SUV AWD (2.0L 4cyl Turbo 8AM),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2020 Mercedes-Benz SLC-Class,SLC 300 2dr Convertible (2.0L 4cyl Turbo 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2020 Mercedes-Benz AMG GT,53 4dr Sedan AWD (3.0L 6cyl Twincharger gas/electric hybrid 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2020 Mercedes-Benz CLA-Class,CLA 250 4dr Sedan (2.0L 4cyl Turbo 7AM),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2020 Mercedes-Benz GLE-Class,GLE 350 4MATIC 4dr SUV AWD (2.0L 4cyl Turbo 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2021 Mercedes-Benz G-Class,G 550 4dr SUV 4WD (4.0L 8cyl Turbo 9A),,,,,,,
Mercedes-Benz,2021 Mercedes-Benz GLC-Class Coupe,GLC 300 4MATIC 4dr SUV AWD (2.0L 4cyl Turbo 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2021 Mercedes-Benz C-Class,C 300 4dr Sedan (2.0L 4cyl Turbo 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2021 Mercedes-Benz CLA-Class,CLA 250 4dr Sedan (2.0L 4cyl Turbo 7AM),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2021 Mercedes-Benz GLC-Class,GLC 300 4MATIC 4dr SUV AWD (2.0L 4cyl Turbo 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2021 Mercedes-Benz A-Class,A 220 4dr Sedan (2.0L 4cyl Turbo 7AM),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2021 Mercedes-Benz CLS-Class,CLS 450 4dr Sedan (3.0L 6cyl Turbo gas/electric hybrid 9A),,,,,,,
Mercedes-Benz,2021 Mercedes-Benz E-Class,E 350 4dr Sedan (2.0L 4cyl Turbo 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2021 Mercedes-Benz GLB-Class,AMG GLB 35 4dr SUV AWD (2.0L 4cyl Turbo 8AM),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2021 Mercedes-Benz GLE-Class,GLE 350 4dr SUV (2.0L 4cyl Turbo 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2021 Mercedes-Benz GLA-Class,GLA 250 4MATIC 4dr SUV AWD (2.0L 4cyl Turbo 8AM),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
Mercedes-Benz,2021 Mercedes-Benz GLS-Class,GLS 450 4MATIC 4dr SUV AWD (3.0L 6cyl Turbo gas/electric hybrid 9A),,,,,"$1,000 Loyalty for Lease - Expires 03/31/2021",,
MINI,2020 MINI Hardtop 4 Door,Cooper S 4dr Hatchback (2.0L 4cyl Turbo 7AM),$500 Student/College Grad for Retail or Lease - Expires 03/31/2021,$500 Military for Retail or Lease - Expires 01/03/2022,,,,,
MINI,2020 MINI Countryman,Cooper S ALL4 4dr Wagon AWD (2.0L 4cyl Turbo 8A),$500 Student/College Grad for Retail or Lease - Expires 03/31/2021,$500 Military for Retail or Lease - Expires 01/03/2022,,,,,
MINI,2020 MINI Hardtop 2 Door,Cooper S 2dr Hatchback (2.0L 4cyl Turbo 7AM),$500 Student/College Grad for Retail or Lease - Expires 03/31/2021,$500 Military for Retail or Lease - Expires 01/03/2022,,,,,
MINI,2021 MINI Hardtop 4 Door,Cooper S 4dr Hatchback (2.0L 4cyl Turbo 6M),,$500 Military for Retail or Lease - Expires 01/03/2022,,,,,
MINI,2021 MINI Countryman,Cooper Oxford 4dr Wagon (1.5L 3cyl Turbo 7AM),,,,,,,
MINI,2021 MINI Hardtop 2 Door,Cooper S 2dr Hatchback (2.0L 4cyl Turbo 6M),,$500 Military for Retail or Lease - Expires 01/03/2022,,,,,
Mitsubishi,2020 Mitsubishi Mirage G4,ES 4dr Sedan (1.2L 3cyl CVT),,,,,,,
MINI,2020 MINI Clubman,Cooper S ALL4 4dr Hatchback AWD (2.0L 4cyl Turbo 8A),$500 Student/College Grad for Retail or Lease - Expires 03/31/2021,$500 Military for Retail or Lease - Expires 01/03/2022,,,,,
Mitsubishi,2020 Mitsubishi Mirage,ES 4dr Hatchback (1.2L 3cyl CVT),,,,,,,
Mitsubishi,2020 Mitsubishi Outlander PHEV,SEL 4dr SUV AWD (2.0L 4cyl gas/electric hybrid DD),,$500 Military for Lease - Expires 03/31/2021,,,"$1,500 Loyalty for Lease - Expires 03/31/2021",,
Mitsubishi,2020 Mitsubishi Outlander,ES 4dr SUV (2.4L 4cyl CVT),,$500 Military for Lease - Expires 03/31/2021,,,$750 Loyalty for Lease - Expires 03/31/2021,,
Mitsubishi,2020 Mitsubishi Eclipse Cross,ES 4dr SUV (1.5L 4cyl Turbo CVT),,$500 Military for Lease - Expires 03/31/2021,,,$750 Loyalty for Lease - Expires 03/31/2021,,
Mitsubishi,2020 Mitsubishi Outlander Sport,2.0 ES 4dr SUV (2.0L 4cyl CVT),,$500 Military for Lease - Expires 03/31/2021,,,$750 Loyalty for Lease - Expires 03/31/2021,,
Mitsubishi,2021 Mitsubishi Mirage G4,SE 4dr Sedan (1.2L 3cyl CVT),,$500 Military for Lease - Expires 03/31/2021,,,$500 Loyalty for Lease - Expires 03/31/2021,,
Mitsubishi,2021 Mitsubishi Mirage,LE 4dr Hatchback (1.2L 3cyl CVT),,$500 Military for Lease - Expires 03/31/2021,,,$500 Loyalty for Lease - Expires 03/31/2021,,
Mitsubishi,2022 Mitsubishi Eclipse Cross,SE 4dr SUV (1.5L 4cyl Turbo CVT),,,,,,,
Nissan,2020 Nissan NV200,SV 4dr Minivan (2.0L 4cyl CVT),,,,,,,
Nissan,2020 Nissan LEAF,SV 4dr Hatchback (electric DD),,,,"$1,000 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,$500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,
Nissan,2020 Nissan Sentra,SV 4dr Sedan (2.0L 4cyl CVT),,,,,,,
Mitsubishi,2021 Mitsubishi Outlander Sport,2.0 LE 4dr SUV AWD (2.0L 4cyl CVT),,$500 Military for Lease - Expires 03/31/2021,,,$750 Loyalty for Lease - Expires 03/31/2021,,
Nissan,2020 Nissan Frontier,SV 4dr Crew Cab 5.0 ft. SB (3.8L 6cyl 9A),,,,,,,
Nissan,2020 Nissan Kicks,S 4dr Hatchback (1.6L 4cyl CVT),,,,$500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,,,
Nissan,2020 Nissan Armada,SL 4dr SUV 4WD (5.6L 8cyl 7A),,,,"$2,000 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,
Nissan,2020 Nissan Murano,SL 4dr SUV AWD (3.5L 6cyl CVT),,,,"$1,000 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021,$500 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,
Nissan,2020 Nissan Titan,PRO-4X 4dr Crew Cab 4WD SB (5.6L 8cyl 9A),,,,,,,
Nissan,2020 Nissan Pathfinder,SL 4dr SUV 4WD (3.5L 6cyl CVT),,,,"$1,000 Customer Bonus Cash for Retail or Lease - Expires 03/31/2021",,,
Nissan,2020 Nissan Titan XD,SV 4dr Crew Cab 4WD SB (5.6L 8cyl 9A),,,,,,,
Nissan,2020 Nissan Versa,S 4dr Sedan (1.6L 4cyl CVT),,,,,,,
Nissan,2020 Nissan GT-R,Track Edition 2dr Coupe AWD (3.8L 6cyl Turbo 6AM),,,,,,,
